,DateOfBite,Species,Breed,Age,SpayNeuter,Borough
16142,July 10 2017,DOG,Lhasa Apso,5YR,True,Bronx
16143,July 09 2017,DOG,Shih Tzu,2,False,Bronx
16144,July 13 2017,DOG,American Pit Bull Mix / Pit Bull Mix,4,False,Bronx
16145,July 12 2017,DOG,AMERICAN BULLY,2,False,Bronx
16146,August 13 2017,DOG,AMERICAN BULLY,2,False,Bronx
16147,July 07 2017,DOG,Pit Bull,2,False,Bronx
16148,July 12 2017,DOG,Chihuahua,2,False,Bronx
16149,July 14 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Bronx
16150,July 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Bronx
16151,July 15 2017,DOG,Pit Bull,2,False,Bronx
16152,July 15 2017,DOG,Pit Bull,2,False,Bronx
16153,July 17 2017,DOG,Pit Bull,2,False,Bronx
16154,July 15 2017,DOG,Pit Bull,3,False,Bronx
16155,July 16 2017,DOG,Pit Bull,3,False,Bronx
16156,July 14 2017,DOG,Pit Bull,2,False,Bronx
16157,July 19 2017,DOG,Pit Bull,2,False,Bronx
16158,July 15 2017,DOG,Pit Bull,2,False,Bronx
16159,July 14 2017,DOG,German Shepherd,3,True,Bronx
16160,July 21 2017,DOG,American Pit Bull Terrier/Pit Bull,2,False,Bronx
16161,July 22 2017,DOG,Pit Bull,2,False,Bronx
16162,July 01 2017,DOG,Pit Bull,2,False,Bronx
16163,July 14 2017,DOG,"Poodle, Standard",2,False,Bronx
16164,July 23 2017,DOG,"Mastiff, Bull",2,False,Bronx
16165,July 22 2017,DOG,Pit Bull,2,False,Bronx
16166,July 17 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Bronx
16167,July 22 2017,DOG,Pit Bull,7,True,Bronx
16168,July 23 2017,DOG,Pit Bull,7,False,Bronx
16169,July 22 2017,DOG,Maltese,7,False,Bronx
16170,July 22 2017,DOG,Siberian Husky,7,False,Bronx
16171,July 24 2017,DOG,Pit Bull,7,False,Bronx
16172,July 21 2017,DOG,German Shepherd,4M,False,Bronx
16173,July 26 2017,DOG,German Shepherd,4M,False,Bronx
16174,July 25 2017,DOG,American Staffordshire Terrier,2,False,Bronx
16175,July 11 2017,DOG,Pit Bull,2,False,Bronx
16176,July 27 2017,DOG,Pit Bull,2,False,Bronx
16177,July 27 2017,DOG,Pit Bull,9,True,Bronx
16178,July 31 2017,DOG,"Bull Dog, English",3,False,Bronx
16179,August 01 2017,DOG,Havanese,6Y,False,Bronx
16180,August 01 2017,DOG,Labrador Retriever Crossbreed,6,True,Bronx
16181,July 24 2017,DOG,American Pit Bull Terrier/Pit Bull,1,True,Bronx
16182,July 30 2017,DOG,Pit Bull,3,False,Bronx
16183,July 28 2017,DOG,Pit Bull,6,False,Bronx
16184,August 01 2017,DOG,Pit Bull,6,False,Bronx
16185,July 23 2017,DOG,Pit Bull,6,False,Bronx
16186,July 30 2017,DOG,German Shepherd,6,False,Bronx
16187,August 03 2017,DOG,Pit Bull,10,True,Bronx
16188,August 05 2017,DOG,Cocker Spaniel,10,False,Bronx
16189,August 07 2017,DOG,German Shepherd,10,False,Bronx
16190,August 06 2017,DOG,Pit Bull,10,False,Bronx
16191,August 05 2017,DOG,Pit Bull,10,False,Bronx
16192,August 04 2017,DOG,Pit Bull,10,False,Bronx
16193,August 06 2017,DOG,Dalmatian,21,True,Bronx
16194,August 04 2017,DOG,Pit Bull,7,True,Bronx
16195,July 27 2017,DOG,Pit Bull,7,False,Bronx
16196,August 09 2017,DOG,American Pit Bull Terrier/Pit Bull,2,False,Bronx
16197,August 06 2017,DOG,Bull Terrier,7 M,True,Bronx
16198,August 08 2017,DOG,Cocker Spaniel,4,False,Bronx
16199,August 09 2017,DOG,"Mastiff, Bull",4,True,Bronx
16200,August 09 2017,DOG,Yorkshire Terrier,4,False,Bronx
16201,August 09 2017,DOG,Pit Bull,5,True,Bronx
16202,July 22 2017,DOG,Pit Bull,5,False,Bronx
16203,August 08 2017,DOG,Yorkshire Terrier,5,False,Bronx
16204,August 01 2017,DOG,Shih Tzu,2,False,Bronx
16205,August 05 2017,DOG,Pit Bull,2,False,Bronx
16206,August 10 2017,DOG,Pit Bull,2,False,Bronx
16207,August 12 2017,DOG,MIXED BREED,2,False,Bronx
16208,August 12 2017,DOG,"Poodle, Miniature",5,False,Bronx
16209,August 10 2017,DOG,Pit Bull,5,False,Bronx
16210,August 10 2017,DOG,Maltese,5,False,Bronx
16211,July 30 2017,DOG,Pit Bull,5,False,Bronx
16212,August 04 2017,DOG,Pit Bull,5,False,Bronx
16213,August 11 2017,DOG,American Pit Bull Terrier/Pit Bull,2,False,Bronx
16214,August 08 2017,DOG,German Shepherd,1,False,Bronx
16215,August 07 2017,DOG,Pit Bull,1,False,Bronx
16216,August 16 2017,DOG,Pit Bull,8,False,Bronx
16217,August 15 2017,DOG,Pit Bull,8,False,Bronx
16218,August 08 2017,DOG,Pit Bull,9,True,Bronx
16219,August 13 2017,DOG,Chihuahua,9,False,Bronx
16220,August 12 2017,DOG,Chihuahua,9,False,Bronx
16221,August 08 2017,DOG,"Poodle, Miniature",9,False,Bronx
16222,August 16 2017,DOG,Rottweiler,5,False,Bronx
16223,August 16 2017,DOG,Lhasa Apso,2,False,Bronx
16224,August 16 2017,DOG,Rottweiler,2,False,Bronx
16225,August 17 2017,DOG,Bull dog,8,False,Bronx
16226,August 20 2017,DOG,Bull Terrier,3,True,Bronx
16227,August 09 2017,DOG,"Poodle, Miniature",12,False,Bronx
16228,August 19 2017,DOG,Pit Bull,3,False,Bronx
16229,August 22 2017,DOG,Pit Bull,3,False,Bronx
16230,August 22 2017,DOG,Siberian Husky,2,False,Bronx
16231,August 23 2017,DOG,Jack Russ,6Y,False,Bronx
16232,August 23 2017,DOG,Shih Tzu,3,False,Bronx
16233,August 25 2017,DOG,American Pit Bull Mix / Pit Bull Mix,3,False,Bronx
16234,August 25 2017,DOG,German Shepherd,3,False,Bronx
16235,August 26 2017,DOG,TERR X,4,False,Bronx
16236,August 24 2017,DOG,Pit Bull,4,False,Bronx
16237,August 29 2017,DOG,American Pit Bull Mix / Pit Bull Mix,8,True,Bronx
16238,August 19 2017,DOG,American Pit Bull Mix / Pit Bull Mix,8,False,Bronx
16239,August 26 2017,DOG,Saint Bernard,8,False,Bronx
16240,August 28 2017,DOG,Labrador Retriever,8,False,Bronx
16241,August 22 2017,DOG,Pit Bull,8,False,Bronx
16242,August 27 2017,DOG,Pit Bull,8,False,Bronx
16243,August 31 2017,DOG,Pit Bull,8,False,Bronx
16244,August 31 2017,DOG,Pit Bull,8,False,Bronx
16245,September 01 2017,DOG,Shetland Sheepdog,8Y,True,Bronx
16246,August 31 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1.3,True,Bronx
16247,August 31 2017,DOG,Pit Bull,4,False,Bronx
16248,September 05 2017,DOG,"Poodle, Miniature",8,True,Bronx
16249,September 02 2017,DOG,"Poodle, Miniature",8,False,Bronx
16250,September 02 2017,DOG,"Poodle, Miniature",8,False,Bronx
16251,September 01 2017,DOG,Pit Bull,8,False,Bronx
16252,September 01 2017,DOG,Scottish Terrier,2,False,Bronx
16253,September 02 2017,DOG,Shih Tzu,4,False,Bronx
16254,September 01 2017,DOG,Shih Tzu,4,False,Bronx
16255,September 01 2017,DOG,Pit Bull,4,False,Bronx
16256,September 04 2017,DOG,Pit Bull,4,False,Bronx
16257,September 04 2017,DOG,Bull dog,4,False,Bronx
16258,September 10 2017,DOG,Beagle Crossbreed,4,True,Bronx
16259,September 04 2017,DOG,Yorkshire Terrier,4,False,Bronx
16260,September 08 2017,DOG,Pit Bull,4,False,Bronx
16261,September 10 2017,DOG,Yorkshire Terrier Crossbreed,1,False,Bronx
16262,July 30 2017,DOG,Maltese,1,False,Bronx
16263,September 13 2017,DOG,Pit Bull,1,False,Bronx
16264,September 11 2017,DOG,Pit Bull,1Y,False,Bronx
16265,September 11 2017,DOG,Pit Bull,7,True,Bronx
16266,September 09 2017,DOG,DACHSHUND MIX TERRIER,13,True,Bronx
16267,September 09 2017,DOG,SHEPHERD,13,False,Bronx
16268,September 08 2017,DOG,SHEPHERD,13,False,Bronx
16269,September 10 2017,DOG,Pit Bull,13,False,Bronx
16270,September 10 2017,DOG,Pit Bull,13,False,Bronx
16271,September 16 2017,DOG,Pit Bull,13,False,Bronx
16272,September 17 2017,DOG,Pit Bull,13,False,Bronx
16273,September 17 2017,DOG,PIT BULL / SHEPHERD MIX,5,False,Bronx
16274,September 18 2017,DOG,Pit Bull,1,False,Bronx
16275,September 18 2017,DOG,Pit Bull,1,False,Bronx
16276,September 18 2017,DOG,Pit Bull,1,False,Bronx
16277,September 14 2017,DOG,Yorkshire Terrier,1,False,Bronx
16278,September 18 2017,DOG,Labradoodle,1Y,False,Bronx
16279,September 19 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Bronx
16280,September 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Bronx
16281,September 19 2017,DOG,Beagle Crossbreed,2,True,Bronx
16282,September 18 2017,DOG,Pit Bull,2,False,Bronx
16283,September 19 2017,DOG,Chihuahua,2,False,Bronx
16284,September 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,6Y,False,Bronx
16285,September 16 2017,DOG,Pit Bull,9,False,Bronx
16286,September 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,6,False,Bronx
16287,September 03 2017,DOG,Pit Bull,3,False,Bronx
16288,September 20 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,True,Bronx
16289,September 25 2017,DOG,Boxer,7,False,Bronx
16290,September 19 2017,DOG,Pit Bull,7,False,Bronx
16291,September 25 2017,DOG,TERRIER MIX,2,False,Bronx
16292,September 09 2017,DOG,Pit Bull,2,False,Bronx
16293,September 25 2017,DOG,POODLE,2,False,Bronx
16294,September 27 2017,DOG,Pit Bull,2,False,Bronx
16295,September 27 2017,DOG,Mixed/Other,2,False,Bronx
16296,September 30 2017,DOG,Maltese,7,False,Bronx
16297,September 30 2017,DOG,"Bull Dog, English",3Y,False,Bronx
16298,September 29 2017,DOG,Pit Bull,3Y,True,Bronx
16299,October 03 2017,DOG,Pit Bull,3Y,False,Bronx
16300,September 28 2017,DOG,"Bull Dog, English",3Y,True,Bronx
16301,October 04 2017,DOG,"Bull Dog, English",3Y,False,Bronx
16302,October 05 2017,DOG,CHIHUAHUA MIX,2,True,Bronx
16303,September 22 2017,DOG,Pit Bull,2,False,Bronx
16304,October 01 2017,DOG,Pit Bull,2,False,Bronx
16305,October 04 2017,DOG,Pit Bull,2,False,Bronx
16306,October 05 2017,DOG,Pit Bull,2,False,Bronx
16307,October 07 2017,DOG,Pit Bull,2,False,Bronx
16308,October 07 2017,DOG,Pit Bull,2,False,Bronx
16309,October 09 2017,DOG,TERRIER MIX,3,False,Bronx
16310,June 14 2017,DOG,"Poodle, Standard",3,False,Bronx
16311,October 02 2017,DOG,Pit Bull,3,False,Bronx
16312,October 11 2017,DOG,Pit Bull,3,False,Bronx
16313,October 13 2017,DOG,Shih Tzu,8,False,Bronx
16314,October 10 2017,DOG,Maltese,5,False,Bronx
16315,October 10 2017,DOG,Shih Tzu,5,False,Bronx
16316,October 11 2017,DOG,Pit Bull,5,False,Bronx
16317,October 12 2017,DOG,Pit Bull,5,False,Bronx
16318,October 16 2017,DOG,Pit Bull,5,False,Bronx
16319,September 20 2017,DOG,Pit Bull,5,False,Bronx
16320,October 14 2017,DOG,UNCERTAIN,5,False,Bronx
16321,October 19 2017,DOG,"Poodle, Standard",15,True,Bronx
16322,October 14 2017,DOG,"Poodle, Standard",15,False,Bronx
16323,October 22 2017,DOG,Mixed/Other,15,False,Bronx
16324,October 21 2017,DOG,Mixed/Other,15,False,Bronx
16325,October 26 2017,DOG,Siberian Husky,2,False,Bronx
16326,October 23 2017,DOG,Mixed/Other,15,False,Bronx
16327,October 24 2017,DOG,Pit Bull,15,False,Bronx
16328,October 01 2017,DOG,Pit Bull,15,False,Bronx
16329,October 20 2017,DOG,Pit Bull,15,False,Bronx
16330,October 27 2017,DOG,Pit Bull,15,False,Bronx
16331,October 27 2017,DOG,Dachshund Smooth Coat,15,False,Bronx
16332,October 27 2017,DOG,"Poodle, Standard",3,False,Bronx
16333,October 28 2017,DOG,LARGE DOG,9,False,Bronx
16334,October 27 2017,DOG,Pit Bull,9,False,Bronx
16335,October 28 2017,DOG,Pit Bull,9,False,Bronx
16336,October 28 2017,DOG,Maltese,9,False,Bronx
16337,October 27 2017,DOG,Pit Bull,2,False,Bronx
16338,October 29 2017,DOG,Shih Tzu,5,True,Bronx
16339,October 28 2017,DOG,Miniature Pinscher,6,False,Bronx
16340,November 01 2017,DOG,Yorkshire Terrier,6,False,Bronx
16341,October 28 2017,DOG,Pit Bull,6,True,Bronx
16342,November 03 2017,DOG,BULLY,1,False,Bronx
16343,November 07 2017,DOG,MEDIUM MIXED BREED,4,False,Bronx
16344,November 08 2017,DOG,Rottweiler,4,False,Bronx
16345,October 27 2017,DOG,Rottweiler,4,False,Bronx
16346,November 11 2017,DOG,Siberian Husky,1,True,Bronx
16347,November 09 2017,DOG,Pit Bull,1,False,Bronx
16348,November 05 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1,False,Bronx
16349,November 07 2017,DOG,Pit Bull,1,False,Bronx
16350,November 16 2017,DOG,Chihuahua,1,False,Bronx
16351,October 28 2017,DOG,Chihuahua,1,False,Bronx
16352,October 21 2017,DOG,Chihuahua,1,False,Bronx
16353,October 21 2017,DOG,Chihuahua,1,False,Bronx
16354,November 10 2017,DOG,American Pit Bull Terrier/Pit Bull,9M,False,Bronx
16355,November 12 2017,DOG,Pit Bull,5,False,Bronx
16356,November 11 2017,DOG,Pit Bull,5,False,Bronx
16357,November 15 2017,DOG,Shih Tzu,11,False,Bronx
16358,November 15 2017,DOG,Dachshund Smooth Coat,5,False,Bronx
16359,November 06 2017,DOG,Yorkshire Terrier,3,False,Bronx
16360,November 20 2017,DOG,Pit Bull,8,False,Bronx
16361,November 20 2017,DOG,Pit Bull,8,False,Bronx
16362,November 15 2017,DOG,Mixed/Other,1,False,Bronx
16363,November 11 2017,DOG,Shih Tzu,1,False,Bronx
16364,November 17 2017,DOG,Shih Tzu,1,False,Bronx
16365,November 19 2017,DOG,HOUND,1,True,Bronx
16366,November 15 2017,DOG,SHEPHERD / PIT BULL MIX,5,True,Bronx
16367,November 19 2017,DOG,SHEPHERD / PIT BULL MIX,5,False,Bronx
16368,November 03 2017,DOG,SHEPHERD / PIT BULL MIX,5,False,Bronx
16369,November 09 2017,DOG,SHEPHERD / PIT BULL MIX,2,False,Bronx
16370,November 12 2017,DOG,Pit Bull,2,False,Bronx
16371,November 22 2017,DOG,Pit Bull,2,False,Bronx
16372,November 26 2017,DOG,Pit Bull,13,True,Bronx
16373,July 23 2017,DOG,Shih Tzu,13,False,Bronx
16374,July 29 2017,DOG,Pit Bull,13,False,Bronx
16375,November 25 2017,DOG,Shih Tzu,8,False,Bronx
16376,November 22 2017,DOG,Pit Bull,11M,True,Bronx
16377,November 29 2017,DOG,Pit Bull,11M,False,Bronx
16378,November 28 2017,DOG,Pit Bull,11M,False,Bronx
16379,November 28 2017,DOG,Chihuahua,3,True,Bronx
16380,December 05 2017,DOG,Chihuahua,3,False,Bronx
16381,December 05 2017,DOG,Chihuahua,3,False,Bronx
16382,December 03 2017,DOG,Chihuahua,3,False,Bronx
16383,December 01 2017,DOG,Jack Russ,3,False,Bronx
16384,December 01 2017,DOG,Pit Bull,2,False,Bronx
16385,December 05 2017,DOG,Pit Bull,2,False,Bronx
16386,December 06 2017,DOG,Pit Bull,2,False,Bronx
16387,December 06 2017,DOG,Pit Bull,2,False,Bronx
16388,December 06 2017,DOG,Pit Bull,2,False,Bronx
16389,December 04 2017,DOG,Pit Bull,2,False,Bronx
16390,December 06 2017,DOG,LARGE MIXED BREED,3,False,Bronx
16391,December 03 2017,DOG,Pit Bull,3,False,Bronx
16392,December 11 2017,DOG,German Shepherd Crossbreed,4,True,Bronx
16393,December 11 2017,DOG,German Shepherd Crossbreed,4,False,Bronx
16394,December 17 2017,DOG,Pit Bull,3,True,Bronx
16395,December 17 2017,DOG,Pit Bull,3,False,Bronx
16396,December 17 2017,DOG,Bull dog,3,False,Bronx
16397,December 17 2017,DOG,Pit Bull,3,False,Bronx
16398,December 19 2017,DOG,Maltese,3,False,Bronx
16399,December 19 2017,DOG,Mixed/Other,6,False,Bronx
16400,December 21 2017,DOG,PIT BULL,5,False,Bronx
16401,December 24 2017,DOG,American Pit Bull Terrier/Pit Bull,3,True,Bronx
16402,December 23 2017,DOG,Havanese,9,True,Bronx
16403,December 25 2017,DOG,American Pit Bull Terrier/Pit Bull,2,False,Bronx
16404,December 25 2017,DOG,Pit Bull,2,False,Bronx
16405,December 23 2017,DOG,LARGE MIXED DOG,2,False,Bronx
16406,December 26 2017,DOG,LARGE MIXED BREED,3,False,Bronx
16407,December 22 2017,DOG,American Pit Bull Terrier/Pit Bull,2,False,Bronx
16408,December 28 2017,DOG,YORKIE/ SHIH TZU,1,False,Bronx
16409,December 27 2017,DOG,Pit Bull,2,False,Bronx
16410,December 26 2017,DOG,Pit Bull,2,False,Bronx
16411,December 28 2017,DOG,Chihuahua,2,False,Bronx
16412,December 30 2017,DOG,DACHSHUND MIX,5,False,Bronx
16413,December 28 2017,DOG,Pit Bull,5,False,Bronx
16414,December 28 2017,DOG,PIT BULL X/SHEPHERD,1,False,Bronx
16415,December 31 2017,DOG,Pit Bull,1,False,Bronx
16416,October 23 2017,DOG,Bichon Frise,1,False,Bronx
16417,December 31 2017,DOG,Pit Bull,3,True,Bronx
16418,October 08 2017,DOG,Cairn Terrier,3,False,Bronx
16419,December 23 2017,DOG,Cairn Terrier,3,False,Bronx
16420,July 02 2017,DOG,Shih Tzu,2,False,Bronx
16421,January 01 2015,DOG,"Dachshund, Long Haired",8,False,Manhattan
16422,January 04 2015,DOG,CHIHUAHUA/JACK RUSS,5,True,Manhattan
16423,January 04 2015,DOG,Shih Tzu,2,False,Manhattan
16424,January 02 2015,DOG,American Pit Bull Terrier/Pit Bull,3,True,Manhattan
16425,January 01 2015,DOG,Mixed/Other,10,True,Manhattan
16426,January 07 2015,DOG,Collie Crossbreed,2,False,Manhattan
16427,January 07 2015,DOG,Collie Crossbreed,2,False,Manhattan
16428,January 08 2015,DOG,Maltese,4,False,Manhattan
16429,January 07 2015,DOG,Chihuahua,4,False,Manhattan
16430,January 09 2015,DOG,NOVA SCOTIA DUCK TOLLING RETRIEVER,5,True,Manhattan
16431,January 10 2015,DOG,DACHSHUND/CHIHUAHUA SH,7,False,Manhattan
16432,January 09 2015,DOG,POODLE/SCHNAUZER,3,False,Manhattan
16433,January 06 2015,DOG,Labradoodle,2,True,Manhattan
16434,January 11 2015,DOG,Jack Russ,2,True,Manhattan
16435,January 11 2015,DOG,CHIHUAHUA/LAB,9,False,Manhattan
16436,January 12 2015,DOG,CHIHUAHUA/LAB,9,False,Manhattan
16437,January 13 2015,DOG,Pit Bull,7,False,Manhattan
16438,January 11 2015,DOG,Lhasa Apso,7,False,Manhattan
16439,January 13 2015,DOG,Jack Russ,7,False,Manhattan
16440,January 09 2015,DOG,Jack Russ,7,False,Manhattan
16441,January 14 2015,DOG,Jack Russ,7,False,Manhattan
16442,January 18 2015,DOG,Labrador Retriever,8,True,Manhattan
16443,January 18 2015,DOG,Chihuahua,8,False,Manhattan
16444,January 19 2015,DOG,Bull dog,8,False,Manhattan
16445,January 17 2015,DOG,Bull dog,8,False,Manhattan
16446,January 20 2015,DOG,Pit Bull,8,False,Manhattan
16447,January 19 2015,DOG,German Shepherd,12,False,Manhattan
16448,January 20 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Manhattan
16449,January 19 2015,DOG,Pit Bull,5,True,Manhattan
16450,January 20 2015,DOG,Pekingese,5,False,Manhattan
16451,January 20 2015,DOG,Mixed/Other,5,False,Manhattan
16452,January 19 2015,DOG,Jack Russ,12,False,Manhattan
16453,January 25 2015,DOG,Jack Russ,12,False,Manhattan
16454,January 23 2015,DOG,Shih Tzu,5,True,Manhattan
16455,January 24 2015,DOG,Pit Bull,5,False,Manhattan
16456,January 20 2015,DOG,Chow Chow,7M,True,Manhattan
16457,January 23 2015,DOG,Mixed/Other,9,True,Manhattan
16458,January 14 2015,DOG,Mixed/Other,9,False,Manhattan
16459,January 28 2015,DOG,Cane Corso,9,False,Manhattan
16460,January 28 2015,DOG,Miniature Pinscher,9,False,Manhattan
16461,January 31 2015,DOG,Labrador Retriever Crossbreed,5,False,Manhattan
16462,February 02 2015,DOG,Shih Tzu,5,False,Manhattan
16463,February 03 2015,DOG,Shih Tzu,5,False,Manhattan
16464,February 02 2015,DOG,JACK RUSSELL MIX,2,True,Manhattan
16465,February 01 2015,DOG,JACK RUSSELL MIX,2,False,Manhattan
16466,February 03 2015,DOG,Pit Bull,2,False,Manhattan
16467,January 31 2015,DOG,Labrador Retriever Crossbreed,4,False,Manhattan
16468,February 04 2015,DOG,Jack Russ,4,False,Manhattan
16469,February 04 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Manhattan
16470,February 09 2015,DOG,Pit Bull,11M,False,Manhattan
16471,February 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,True,Manhattan
16472,February 06 2015,DOG,Labrador Retriever,6,False,Manhattan
16473,February 07 2015,DOG,Pit Bull,8M,False,Manhattan
16474,February 07 2015,DOG,Pit Bull,8M,False,Manhattan
16475,February 06 2015,DOG,Mixed/Other,8M,False,Manhattan
16476,February 10 2015,DOG,VICTORIAN BULLDOG,8M,False,Manhattan
16477,February 08 2015,DOG,Shih Tzu,1,False,Manhattan
16478,January 23 2015,DOG,"Poodle, Toy",1,False,Manhattan
16479,February 06 2015,DOG,American Eskimo,10,True,Manhattan
16480,February 09 2015,DOG,Chihuahua Crossbreed,1,True,Manhattan
16481,February 10 2015,DOG,Chihuahua Crossbreed,1,False,Manhattan
16482,January 25 2015,DOG,Chihuahua Crossbreed,1,False,Manhattan
16483,February 11 2015,DOG,American Pit Bull Terrier/Pit Bull,5,False,Manhattan
16484,February 08 2015,DOG,Cane Corso,6,True,Manhattan
16485,January 27 2015,DOG,Cane Corso,6,False,Manhattan
16486,February 12 2015,DOG,Collie Crossbreed,13M,True,Manhattan
16487,February 14 2015,DOG,PODENGO PEQUENO/MIX,2,False,Manhattan
16488,February 13 2015,DOG,"Welsh Corgi, Pembroke",3,True,Manhattan
16489,February 17 2015,DOG,PODENGO PEQUENO/MIX,2,False,Manhattan
16490,February 17 2015,DOG,"Poodle, Standard",9,True,Manhattan
16491,February 14 2015,DOG,"Poodle, Standard",9,False,Manhattan
16492,February 15 2015,DOG,"Poodle, Standard",9,False,Manhattan
16493,February 17 2015,DOG,"Poodle, Standard",9,False,Manhattan
16494,February 05 2015,DOG,Chihuahua,9,False,Manhattan
16495,February 19 2015,DOG,PITBULL/ LAB,2,False,Manhattan
16496,February 20 2015,DOG,Collie Crossbreed,6,True,Manhattan
16497,February 23 2015,DOG,Collie Crossbreed,6,False,Manhattan
16498,February 20 2015,DOG,Pit Bull,6,False,Manhattan
16499,February 14 2015,DOG,Pit Bull,6,False,Manhattan
16500,February 23 2015,DOG,Lhasa Apso,1,False,Manhattan
16501,February 19 2015,DOG,PITBULL/RHODESIAN,4,True,Manhattan
16502,February 17 2015,DOG,PITBULL/RHODESIAN,4,False,Manhattan
16503,February 25 2015,DOG,PITBULL/RHODESIAN,4,False,Manhattan
16504,January 23 2015,DOG,PITBULL/RHODESIAN,4,False,Manhattan
16505,March 01 2015,DOG,Beagle,4,False,Manhattan
16506,March 01 2015,DOG,LAB MIX,3M,False,Manhattan
16507,February 27 2015,DOG,Bull dog,3M,False,Manhattan
16508,February 27 2015,DOG,Bull dog,3M,False,Manhattan
16509,March 02 2015,DOG,Bull dog,3M,False,Manhattan
16510,February 07 2015,DOG,Bull dog,3M,False,Manhattan
16511,February 27 2015,DOG,Akita,7,False,Manhattan
16512,March 03 2015,DOG,STAFFORDSHIRE MIX,3,False,Manhattan
16513,March 03 2015,DOG,STAFFORDSHIRE MIX,3,False,Manhattan
16514,March 03 2015,DOG,STAFFORDSHIRE MIX,3,False,Manhattan
16515,March 03 2015,DOG,STAFFORDSHIRE MIX,3,False,Manhattan
16516,March 05 2015,DOG,STAFFORDSHIRE MIX,3,False,Manhattan
16517,March 05 2015,DOG,Bichon Frise,2,False,Manhattan
16518,March 06 2015,DOG,Labrador Retriever,2,False,Manhattan
16519,March 06 2015,DOG,Cairn Terrier,1,True,Manhattan
16520,March 08 2015,DOG,Cairn Terrier,4,True,Manhattan
16521,March 07 2015,DOG,SHIH TZU MIX,4,False,Manhattan
16522,March 06 2015,DOG,MUTT,1,True,Manhattan
16523,March 07 2015,DOG,AUSTRALIAN CATTLE MIX,1,True,Manhattan
16524,March 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,False,Manhattan
16525,March 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,False,Manhattan
16526,March 07 2015,DOG,SHEPHERD,1,False,Manhattan
16527,March 12 2015,DOG,Pit Bull,5,True,Manhattan
16528,March 12 2015,DOG,Boston Terrier,5,True,Manhattan
16529,March 11 2015,DOG,Maltese,5,False,Manhattan
16530,March 13 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,True,Manhattan
16531,March 16 2015,DOG,Pit Bull,2,False,Manhattan
16532,March 15 2015,DOG,Mixed/Other,2,False,Manhattan
16533,March 14 2015,DOG,COLLIE-PITBULL,2,False,Manhattan
16534,March 16 2015,DOG,AMERICAN BULLDOG,3,True,Manhattan
16535,March 11 2015,DOG,CHOW/GOLDEN RETRIEVER,7,True,Manhattan
16536,March 16 2015,DOG,Puggle,9,True,Manhattan
16537,March 18 2015,DOG,Havanese,9,True,Manhattan
16538,March 13 2015,DOG,"Poodle, Standard",9,False,Manhattan
16539,March 17 2015,DOG,Shih Tzu,9,False,Manhattan
16540,March 18 2015,DOG,Maltese,1,False,Manhattan
16541,March 13 2015,DOG,BORDER COLLIE MIX,3,True,Manhattan
16542,March 15 2015,DOG,Jack Russ,3,False,Manhattan
16543,March 21 2015,DOG,DACHSHUND,11,True,Manhattan
16544,March 21 2015,DOG,Great Dane,11,False,Manhattan
16545,March 19 2015,DOG,Great Dane,11,False,Manhattan
16546,March 23 2015,DOG,Norwich Terrier,2,False,Manhattan
16547,March 17 2015,DOG,Pit Bull,2,False,Manhattan
16548,March 21 2015,DOG,"Bull Dog, French",10,False,Manhattan
16549,March 21 2015,DOG,Pit Bull,10,False,Manhattan
16550,March 25 2015,DOG,Shih Tzu,10,False,Manhattan
16551,March 25 2015,DOG,CORGI,10,False,Manhattan
16552,March 25 2015,DOG,Chihuahua,10,False,Manhattan
16553,March 25 2015,DOG,Yorkshire Terrier,10,False,Manhattan
16554,March 26 2015,DOG,Pit Bull,10,False,Manhattan
16555,March 25 2015,DOG,Maltese,3,False,Manhattan
16556,March 24 2015,DOG,Shih Tzu,1,True,Manhattan
16557,March 18 2015,DOG,Pit Bull,1,False,Manhattan
16558,March 18 2015,DOG,Pit Bull,1,False,Manhattan
16559,March 26 2015,DOG,Pit Bull,1,False,Manhattan
16560,March 27 2015,DOG,Pit Bull,1,False,Manhattan
16561,March 30 2015,DOG,Pit Bull,1,False,Manhattan
16562,March 17 2015,DOG,Pit Bull,5,True,Manhattan
16563,March 15 2015,DOG,German Shepherd,5,False,Manhattan
16564,March 26 2015,DOG,Bull dog,10,False,Manhattan
16565,April 01 2015,DOG,Bichon Frise,1,True,Manhattan
16566,February 27 2015,DOG,"Poodle, Standard",1,False,Manhattan
